middleaged,Private,Assocacdm,Marriedcivspouse,Farmingfishing,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,HSgrad,Marriedcivspouse,Sales,Wife,White,Female,overtime,UnitedStates,1
old,Selfempinc,HSgrad,Marriedcivspouse,Execmanagerial,Husband,AsianPacIslander,Male,fulltime,UnitedStates,2
senior,Selfempnotinc,HSgrad,Marriedcivspouse,Farmingfishing,Husband,White,Male,toomuch,UnitedStates,2
senior,Private,Somecollege,Marriedcivspouse,Profspecialty,Husband,White,Male,halftime,UnitedStates,1
middleaged,Private,Bachelors,Nevermarried,Admclerical,Ownchild,White,Female,fulltime,UnitedStates,2
middleaged,Localgov,Assocacdm,Divorced,Profspecialty,Notinfamily,White,Male,overtime,UnitedStates,1
senior,Stategov,Bachelors,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
senior,Private,Masters,Marriedcivspouse,Sales,Husband,White,Male,toomuch,UnitedStates,2
young,Private,Bachelors,Nevermarried,Sales,Ownchild,White,Female,fulltime,UnitedStates,1
young,Private,Somecollege,Nevermarried,Techsupport,Ownchild,White,Male,fulltime,UnitedStates,1
middleaged,Private,9th,Marriedcivspouse,Sales,Ownchild,White,Male,overtime,UnitedStates,2
middleaged,Private,Somecollege,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
old,Private,11th,Nevermarried,Handlerscleaners,Ownchild,White,Male,fulltime,UnitedStates,1
middleaged,Private,Somecollege,Nevermarried,Techsupport,Notinfamily,White,Female,fulltime,UnitedStates,1
middleaged,Stategov,Somecollege,Nevermarried,Admclerical,Notinfamily,White,Female,fulltime,UnitedStates,1
middleaged,Private,9th,Nevermarried,Craftrepair,Otherrelative,Black,Male,overtime,UnitedStates,1
senior,Private,12th,Widowed,Handlerscleaners,Unmarried,White,Female,overtime,UnitedStates,1
senior,Private,HSgrad,Divorced,Execmanagerial,Unmarried,Black,Female,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Nevermarried,Otherservice,Notinfamily,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,2
senior,Private,7th8th,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,2
senior,Localgov,Doctorate,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Localgov,HSgrad,Marriedcivspouse,Handlerscleaners,Otherrelative,White,Male,overtime,UnitedStates,1
middleaged,Localgov,Assocvoc,Marriedcivspouse,Protectiveserv,Husband,White,Male,fulltime,UnitedStates,2
young,Private,Assocvoc,Marriedcivspouse,Profspecialty,Wife,White,Female,fulltime,UnitedStates,2
senior,Selfempinc,Masters,Marriedcivspouse,Execmanagerial,Husband,White,Male,toomuch,UnitedStates,2
senior,Localgov,9th,Separated,Otherservice,Otherrelative,White,Female,fulltime,UnitedStates,1
old,Selfempinc,Bachelors,Divorced,Execmanagerial,Unmarried,White,Female,overtime,UnitedStates,1
middleaged,Private,HSgrad,Marriedcivspouse,Otherservice,Wife,AsianPacIslander,Female,overtime,Philippines,1
middleaged,Federalgov,Bachelors,Nevermarried,Execmanagerial,Notinfamily,White,Male,fulltime,UnitedStates,1
middleaged,Selfempinc,Bachelors,Nevermarried,Techsupport,Notinfamily,White,Male,overtime,UnitedStates,2
middleaged,Selfempinc,Bachelors,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
senior,Selfempnotinc,Somecollege,Marriedcivspouse,Farmingfishing,Husband,White,Male,overtime,UnitedStates,2
young,Private,HSgrad,Separated,Farmingfishing,Ownchild,White,Male,fulltime,UnitedStates,1
young,Private,Somecollege,Nevermarried,Sales,Ownchild,Other,Female,halftime,UnitedStates,1
senior,Private,Somecollege,Separated,Execmanagerial,Notinfamily,White,Female,overtime,UnitedStates,2
young,Private,Assocvoc,Nevermarried,Admclerical,Ownchild,White,Female,fulltime,UnitedStates,1
middleaged,Private,Assocvoc,Nevermarried,Techsupport,Notinfamily,Black,Male,fulltime,UnitedStates,1
old,Private,Somecollege,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Admclerical,Husband,White,Male,overtime,UnitedStates,1
middleaged,Selfempnotinc,Bachelors,Marriedcivspouse,Craftrepair,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedspouseabsent,Execmanagerial,Unmarried,White,Male,fulltime,UnitedStates,1
senior,Federalgov,Somecollege,Divorced,Machineopinspct,Unmarried,White,Male,fulltime,UnitedStates,1
senior,Private,1st4th,Marriedcivspouse,Transportmoving,Husband,White,Male,overtime,UnitedStates,1
senior,Private,12th,Widowed,Machineopinspct,Unmarried,White,Female,fulltime,Italy,1
senior,Private,Bachelors,Divorced,Machineopinspct,Unmarried,Other,Female,fulltime,PuertoRico,1
old,Private,Bachelors,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Selfempnotinc,11th,Nevermarried,Farmingfishing,Ownchild,Black,Male,fulltime,UnitedStates,1
middleaged,Private,10th,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,1
senior,Private,Bachelors,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,HSgrad,Marriedcivspouse,Sales,Husband,White,Male,overtime,UnitedStates,2
middleaged,Stategov,HSgrad,Marriedcivspouse,Machineopinspct,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Federalgov,Somecollege,Nevermarried,Execmanagerial,Notinfamily,Black,Male,fulltime,UnitedStates,2
senior,Private,HSgrad,Marriedcivspouse,Craftrepair,Husband,White,Male,overtime,UnitedStates,1
middleaged,Private,12th,Nevermarried,Handlerscleaners,Notinfamily,White,Male,fulltime,DominicanRepublic,1
middleaged,Private,HSgrad,Separated,Execmanagerial,Notinfamily,White,Female,fulltime,UnitedStates,1
middleaged,Selfempnotinc,Bachelors,Divorced,Profspecialty,Otherrelative,White,Male,fulltime,UnitedStates,2
middleaged,Private,Somecollege,Marriedcivspouse,Techsupport,Husband,Black,Male,fulltime,Jamaica,2
middleaged,Selfempnotinc,Bachelors,Marriedcivspouse,Admclerical,Wife,White,Female,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Nevermarried,Techsupport,Ownchild,White,Male,overtime,UnitedStates,1
old,Selfempnotinc,11th,Nevermarried,Farmingfishing,Unmarried,White,Male,halftime,UnitedStates,1
senior,Private,HSgrad,Widowed,Execmanagerial,Notinfamily,White,Female,fulltime,UnitedStates,1
senior,Private,HSgrad,Divorced,Execmanagerial,Unmarried,White,Male,overtime,UnitedStates,1
senior,Selfempnotinc,Doctorate,Marriedcivspouse,Profspecialty,Husband,White,Male,overtime,UnitedStates,2
senior,Stategov,Masters,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,2
young,Private,10th,Nevermarried,Machineopinspct,Ownchild,White,Female,fulltime,UnitedStates,1
middleaged,Localgov,HSgrad,Separated,Transportmoving,Ownchild,White,Male,fulltime,UnitedStates,1
senior,Private,HSgrad,Divorced,Execmanagerial,Unmarried,White,Female,overtime,UnitedStates,1
senior,Private,Somecollege,Marriedcivspouse,Craftrepair,Husband,Black,Male,fulltime,PuertoRico,2
young,Private,HSgrad,Nevermarried,Handlerscleaners,Ownchild,White,Male,toomuch,UnitedStates,1
middleaged,Localgov,Bachelors,Separated,Profspecialty,Notinfamily,White,Female,overtime,UnitedStates,2
senior,Federalgov,Somecollege,Marriedcivspouse,Protectiveserv,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Somecollege,Nevermarried,Techsupport,Notinfamily,White,Female,fulltime,UnitedStates,2
middleaged,Private,Profschool,Nevermarried,Profspecialty,Notinfamily,AsianPacIslander,Male,halftime,India,1
middleaged,Localgov,Masters,Marriedcivspouse,Profspecialty,Husband,White,Male,overtime,UnitedStates,2
senior,Localgov,Somecollege,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Somecollege,Divorced,Sales,Unmarried,White,Male,overtime,UnitedStates,2
middleaged,Selfempnotinc,Profschool,Marriedcivspouse,Profspecialty,Wife,White,Female,fulltime,UnitedStates,2
middleaged,Selfempnotinc,HSgrad,Marriedcivspouse,Farmingfishing,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Somecollege,Divorced,Admclerical,Unmarried,White,Female,overtime,UnitedStates,1
young,Private,HSgrad,Nevermarried,Handlerscleaners,Notinfamily,White,Male,fulltime,UnitedStates,1
middleaged,Private,HSgrad,Marriedcivspouse,Profspecialty,Husband,White,Male,overtime,Philippines,2
young,Private,7th8th,Nevermarried,Machineopinspct,Otherrelative,White,Male,fulltime,UnitedStates,1
young,Private,10th,Nevermarried,Otherservice,Ownchild,White,Female,halftime,UnitedStates,1
senior,Private,10th,Divorced,Sales,Unmarried,White,Female,fulltime,UnitedStates,1
middleaged,Private,Masters,Divorced,Execmanagerial,Notinfamily,White,Male,overtime,UnitedStates,2
middleaged,Private,HSgrad,Separated,Machineopinspct,Unmarried,Black,Female,fulltime,UnitedStates,1
middleaged,Selfempnotinc,HSgrad,Marriedcivspouse,Profspecialty,Wife,White,Female,fulltime,UnitedStates,2
senior,Localgov,Somecollege,Marriedcivspouse,Execmanagerial,Husband,Black,Male,fulltime,UnitedStates,2
senior,Localgov,Somecollege,Divorced,Execmanagerial,Notinfamily,White,Female,fulltime,UnitedStates,1
middleaged,Selfempnotinc,Bachelors,Divorced,Sales,Notinfamily,White,Male,fulltime,UnitedStates,1
middleaged,Private,HSgrad,Nevermarried,Handlerscleaners,Otherrelative,White,Male,fulltime,Guatemala,1
old,Selfempnotinc,Somecollege,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,1
old,Selfempnotinc,Masters,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Federalgov,HSgrad,Nevermarried,Admclerical,Notinfamily,White,Male,overtime,UnitedStates,2
young,Stategov,Somecollege,Nevermarried,Techsupport,Notinfamily,White,Male,overtime,UnitedStates,1
middleaged,Private,HSgrad,Divorced,Admclerical,Notinfamily,White,Male,fulltime,UnitedStates,2
middleaged,Private,HSgrad,Marriedcivspouse,Admclerical,Husband,White,Male,fulltime,UnitedStates,2
young,Private,HSgrad,Nevermarried,Admclerical,Ownchild,Black,Female,fulltime,PuertoRico,1
young,Private,HSgrad,Separated,Execmanagerial,Unmarried,White,Female,overtime,UnitedStates,1
senior,Private,HSgrad,Marriedcivspouse,Profspecialty,Husband,White,Male,overtime,UnitedStates,1
middleaged,Federalgov,Assocacdm,Marriedcivspouse,Admclerical,Husband,White,Male,fulltime,UnitedStates,2
young,Private,Bachelors,Marriedcivspouse,Admclerical,Wife,White,Female,overtime,UnitedStates,1
senior,Private,11th,Nevermarried,Transportmoving,Ownchild,White,Male,fulltime,UnitedStates,1
middleaged,Stategov,Somecollege,Marriedspouseabsent,Farmingfishing,Ownchild,White,Male,overtime,UnitedStates,1
middleaged,Private,Bachelors,Marriedcivspouse,Profspecialty,Wife,White,Female,halftime,UnitedStates,2
young,Private,11th,Nevermarried,Profspecialty,Otherrelative,White,Male,halftime,UnitedStates,1
senior,Localgov,Masters,Divorced,Profspecialty,Notinfamily,White,Female,fulltime,UnitedStates,2
middleaged,Federalgov,Profschool,Marriedcivspouse,Profspecialty,Husband,White,Male,toomuch,UnitedStates,1
middleaged,Selfempinc,Masters,Nevermarried,Otherservice,Ownchild,White,Male,toomuch,UnitedStates,1
middleaged,Localgov,Somecollege,Nevermarried,Protectiveserv,Notinfamily,Black,Female,fulltime,UnitedStates,2
middleaged,Private,Masters,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Sales,Otherrelative,White,Male,fulltime,UnitedStates,2
senior,Private,Bachelors,Widowed,Execmanagerial,Unmarried,White,Male,fulltime,UnitedStates,2
middleaged,Stategov,HSgrad,Nevermarried,Otherservice,Notinfamily,AsianPacIslander,Male,fulltime,Thailand,1
old,Private,Somecollege,Marriedcivspouse,Sales,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Assocacdm,Divorced,Execmanagerial,Unmarried,White,Female,fulltime,UnitedStates,1
middleaged,Selfempnotinc,HSgrad,Divorced,Execmanagerial,Unmarried,White,Male,overtime,UnitedStates,1
senior,Private,Bachelors,Nevermarried,Execmanagerial,Notinfamily,White,Male,overtime,UnitedStates,2
middleaged,Localgov,Bachelors,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,1
middleaged,Private,Somecollege,Nevermarried,Admclerical,Notinfamily,White,Female,halftime,UnitedStates,1
middleaged,Selfempnotinc,Somecollege,Nevermarried,Craftrepair,Notinfamily,White,Male,fulltime,UnitedStates,2
senior,Private,Somecollege,Divorced,Machineopinspct,Notinfamily,White,Male,overtime,UnitedStates,1
middleaged,Localgov,HSgrad,Marriedcivspouse,Machineopinspct,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Federalgov,HSgrad,Marriedcivspouse,Farmingfishing,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Stategov,Masters,Nevermarried,Profspecialty,Ownchild,White,Female,fulltime,UnitedStates,1
middleaged,Selfempnotinc,Somecollege,Marriedcivspouse,Profspecialty,Wife,White,Female,overtime,UnitedStates,2
middleaged,Private,Somecollege,Marriedcivspouse,Otherservice,Husband,AsianPacIslander,Male,toomuch,UnitedStates,2
middleaged,Private,Profschool,Marriedspouseabsent,Profspecialty,Notinfamily,White,Male,fulltime,UnitedStates,2
middleaged,Private,Masters,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,Cuba,2
senior,Private,HSgrad,Widowed,Admclerical,Unmarried,White,Female,fulltime,UnitedStates,1
middleaged,Private,Bachelors,Nevermarried,Handlerscleaners,Unmarried,White,Male,fulltime,UnitedStates,1
middleaged,Localgov,Bachelors,Divorced,Profspecialty,Notinfamily,White,Female,fulltime,UnitedStates,1
old,Selfempinc,9th,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,1
middleaged,Localgov,HSgrad,Divorced,Protectiveserv,Unmarried,White,Male,fulltime,UnitedStates,1
middleaged,Localgov,Bachelors,Nevermarried,Profspecialty,Notinfamily,White,Male,overtime,UnitedStates,1
young,Private,Bachelors,Nevermarried,Sales,Ownchild,White,Male,fulltime,UnitedStates,1
middleaged,Private,Assocacdm,Divorced,Admclerical,Unmarried,White,Female,overtime,UnitedStates,1
middleaged,Private,Somecollege,Marriedcivspouse,Admclerical,Wife,White,Female,halftime,UnitedStates,2
middleaged,Localgov,HSgrad,Nevermarried,Protectiveserv,Notinfamily,White,Male,overtime,UnitedStates,1
senior,Selfempinc,11th,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,2
young,Private,Somecollege,Marriedcivspouse,Techsupport,Husband,White,Male,overtime,UnitedStates,2
young,Private,HSgrad,Nevermarried,Handlerscleaners,Otherrelative,White,Male,halftime,UnitedStates,1
middleaged,Private,HSgrad,Nevermarried,Handlerscleaners,Notinfamily,White,Male,overtime,Germany,1
senior,Private,11th,Divorced,Machineopinspct,Unmarried,AmerIndianEskimo,Male,overtime,Germany,1
middleaged,Private,Somecollege,Marriedcivspouse,Transportmoving,Husband,Black,Male,overtime,UnitedStates,2
old,Selfempnotinc,Profschool,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
senior,Private,10th,Marriedcivspouse,Transportmoving,Husband,White,Male,fulltime,UnitedStates,1
middleaged,Private,Somecollege,Marriedcivspouse,Admclerical,Wife,Black,Female,fulltime,UnitedStates,1
senior,Stategov,Doctorate,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,HSgrad,Marriedcivspouse,Craftrepair,Husband,Black,Male,overtime,UnitedStates,2
senior,Private,HSgrad,Divorced,Transportmoving,Notinfamily,White,Male,toomuch,UnitedStates,1
middleaged,Private,Assocacdm,Divorced,Execmanagerial,Notinfamily,White,Female,fulltime,UnitedStates,2
senior,Private,Bachelors,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,1
middleaged,Private,HSgrad,Divorced,Otherservice,Notinfamily,White,Female,fulltime,UnitedStates,1
senior,Private,Bachelors,Marriedcivspouse,Craftrepair,Husband,White,Male,overtime,UnitedStates,2
middleaged,Federalgov,Bachelors,Widowed,Admclerical,Notinfamily,White,Male,fulltime,UnitedStates,2
middleaged,Private,Somecollege,Marriedcivspouse,Admclerical,Ownchild,Black,Female,overtime,UnitedStates,2
young,Private,Somecollege,Nevermarried,Admclerical,Notinfamily,White,Male,toomuch,UnitedStates,1
senior,Selfempnotinc,Profschool,Marriedcivspouse,Profspecialty,Husband,White,Male,fulltime,UnitedStates,2
young,Private,11th,Nevermarried,Sales,Ownchild,Black,Female,halftime,UnitedStates,1
senior,Private,Somecollege,Marriedcivspouse,Otherservice,Husband,White,Male,fulltime,UnitedStates,1
middleaged,Federalgov,Masters,Divorced,Profspecialty,Unmarried,White,Female,fulltime,UnitedStates,1
senior,Selfempinc,Somecollege,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Somecollege,Nevermarried,Profspecialty,Notinfamily,White,Male,halftime,UnitedStates,1
middleaged,Private,Somecollege,Divorced,Machineopinspct,Notinfamily,White,Male,overtime,UnitedStates,1
middleaged,Private,Somecollege,Marriedcivspouse,Machineopinspct,Husband,White,Male,overtime,UnitedStates,2
senior,Localgov,Bachelors,Widowed,Profspecialty,Unmarried,White,Female,overtime,UnitedStates,2
middleaged,Private,7th8th,Divorced,Techsupport,Unmarried,White,Female,fulltime,UnitedStates,1
young,Private,11th,Nevermarried,Sales,Ownchild,White,Female,overtime,UnitedStates,1
old,Private,5th6th,Marriedcivspouse,Transportmoving,Husband,AsianPacIslander,Male,fulltime,UnitedStates,1
middleaged,Private,Assocvoc,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Selfempinc,Bachelors,Marriedcivspouse,Execmanagerial,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Bachelors,Nevermarried,Sales,Notinfamily,White,Male,overtime,UnitedStates,2
senior,Selfempinc,Somecollege,Marriedcivspouse,Sales,Husband,White,Male,toomuch,UnitedStates,2
middleaged,Private,Assocvoc,Marriedcivspouse,Techsupport,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,Masters,Separated,Execmanagerial,Notinfamily,White,Male,overtime,UnitedStates,2
middleaged,Private,Bachelors,Divorced,Admclerical,Unmarried,White,Male,overtime,UnitedStates,2
young,Private,HSgrad,Nevermarried,Machineopinspct,Unmarried,White,Male,fulltime,Mexico,1
middleaged,Private,Assocvoc,Marriedcivspouse,Techsupport,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Admclerical,Husband,White,Male,fulltime,UnitedStates,1
senior,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Divorced,Sales,Ownchild,White,Male,overtime,UnitedStates,1
old,Stategov,Profschool,Marriedcivspouse,Otherservice,Husband,White,Male,fulltime,UnitedStates,1
middleaged,Selfempnotinc,Bachelors,Marriedcivspouse,Techsupport,Husband,White,Male,fulltime,UnitedStates,2
young,Withoutpay,HSgrad,Nevermarried,Farmingfishing,Ownchild,White,Male,halftime,UnitedStates,1
senior,Private,Bachelors,Marriedcivspouse,Execmanagerial,Husband,AsianPacIslander,Male,overtime,South,2
old,Selfempinc,Somecollege,Nevermarried,Execmanagerial,Notinfamily,White,Male,halftime,UnitedStates,1
senior,Selfempinc,Somecollege,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,1
senior,Private,Profschool,Marriedcivspouse,Craftrepair,Husband,White,Male,overtime,UnitedStates,2
senior,Localgov,HSgrad,Marriedcivspouse,Transportmoving,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Assocvoc,Marriedcivspouse,Transportmoving,Husband,White,Male,overtime,UnitedStates,1
senior,Private,Bachelors,Marriedcivspouse,Techsupport,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Execmanagerial,Wife,Black,Female,overtime,UnitedStates,2
senior,Private,HSgrad,Widowed,Machineopinspct,Unmarried,Black,Female,overtime,UnitedStates,1
middleaged,Selfempnotinc,Profschool,Marriedcivspouse,Profspecialty,Husband,White,Male,overtime,UnitedStates,2
young,Private,Bachelors,Nevermarried,Profspecialty,Notinfamily,White,Male,halftime,England,1
senior,Selfempnotinc,HSgrad,Marriedcivspouse,Transportmoving,Husband,White,Male,overtime,UnitedStates,2
middleaged,Private,HSgrad,Divorced,Sales,Notinfamily,White,Female,overtime,UnitedStates,2
middleaged,Selfempnotinc,Somecollege,Marriedcivspouse,Otherservice,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Federalgov,HSgrad,Nevermarried,Execmanagerial,Unmarried,White,Female,overtime,UnitedStates,1
senior,Private,HSgrad,Divorced,Otherservice,Unmarried,White,Female,fulltime,PuertoRico,1
senior,Localgov,Bachelors,Marriedcivspouse,Profspecialty,Husband,AsianPacIslander,Male,fulltime,Philippines,2
old,Selfempnotinc,Assocvoc,Marriedcivspouse,Farmingfishing,Husband,White,Male,halftime,UnitedStates,2
senior,Private,Masters,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Nevermarried,Admclerical,Ownchild,White,Female,fulltime,UnitedStates,1
senior,Selfempinc,Profschool,Nevermarried,Profspecialty,Notinfamily,White,Male,fulltime,UnitedStates,2
young,Private,9th,Nevermarried,Sales,Otherrelative,Other,Female,fulltime,Mexico,1
senior,Private,10th,Marriedspouseabsent,Transportmoving,Notinfamily,Black,Male,overtime,UnitedStates,1
senior,Stategov,HSgrad,Nevermarried,Transportmoving,Notinfamily,Black,Male,fulltime,UnitedStates,1
middleaged,Stategov,Doctorate,Marriedcivspouse,Profspecialty,Wife,White,Female,overtime,UnitedStates,2
middleaged,Private,Somecollege,Marriedcivspouse,Craftrepair,Husband,White,Male,overtime,ElSalvador,1
young,Private,HSgrad,Separated,Machineopinspct,Notinfamily,White,Male,fulltime,UnitedStates,1
middleaged,Private,Bachelors,Separated,Execmanagerial,Unmarried,White,Male,overtime,UnitedStates,2
senior,Federalgov,11th,Divorced,Craftrepair,Notinfamily,Black,Female,fulltime,UnitedStates,2
middleaged,Private,Assocvoc,Marriedcivspouse,Techsupport,Wife,White,Female,halftime,UnitedStates,2
senior,Selfempnotinc,HSgrad,Marriedcivspouse,Transportmoving,Husband,White,Male,fulltime,UnitedStates,2
senior,Localgov,Somecollege,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,UnitedStates,1
middleaged,Federalgov,Somecollege,Marriedcivspouse,Execmanagerial,Wife,Black,Female,fulltime,UnitedStates,2
young,Stategov,Masters,Nevermarried,Profspecialty,Notinfamily,Black,Female,fulltime,UnitedStates,1
senior,Private,9th,Divorced,Machineopinspct,Notinfamily,White,Female,fulltime,UnitedStates,1
young,Selfempnotinc,Somecollege,Nevermarried,Sales,Ownchild,Black,Male,overtime,UnitedStates,2
senior,Private,Assocacdm,Divorced,Craftrepair,Notinfamily,White,Male,fulltime,UnitedStates,1
middleaged,Localgov,Somecollege,Divorced,Otherservice,Notinfamily,Black,Female,halftime,UnitedStates,1
middleaged,Localgov,Bachelors,Marriedcivspouse,Protectiveserv,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,HSgrad,Marriedcivspouse,Machineopinspct,Wife,White,Female,fulltime,UnitedStates,2
senior,Localgov,Somecollege,Marriedcivspouse,Craftrepair,Husband,Black,Male,fulltime,UnitedStates,2
old,Selfempnotinc,HSgrad,Marriedcivspouse,Farmingfishing,Husband,White,Male,overtime,UnitedStates,1
senior,Private,11th,Widowed,Admclerical,Unmarried,White,Female,fulltime,UnitedStates,1
senior,Federalgov,Bachelors,Marriedcivspouse,Execmanagerial,Husband,White,Male,fulltime,PuertoRico,2
senior,Private,Bachelors,Marriedcivspouse,Profspecialty,Husband,Black,Male,fulltime,UnitedStates,2
old,Selfempnotinc,HSgrad,Marriedcivspouse,Farmingfishing,Husband,White,Male,fulltime,UnitedStates,1
senior,Private,HSgrad,Divorced,Machineopinspct,Unmarried,White,Female,overtime,UnitedStates,1
middleaged,Selfempnotinc,Somecollege,Marriedcivspouse,Otherservice,Husband,White,Male,overtime,UnitedStates,1
senior,Selfempnotinc,Bachelors,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
middleaged,Private,Bachelors,Marriedcivspouse,Profspecialty,Husband,White,Male,halftime,UnitedStates,1
old,Selfempnotinc,Bachelors,Nevermarried,Execmanagerial,Notinfamily,White,Male,halftime,UnitedStates,2
old,Selfempnotinc,Bachelors,Marriedcivspouse,Sales,Husband,White,Male,fulltime,UnitedStates,2
